sentence,source,target,relation
Did the letter ever reach him?,letter,ever,['reach']
"But there was no answer, except the sobs and prayers of the women and children clustering behind her.",sobs,her,['was']
"We appeared to go in curves, but each curve brought us nearer to Calais.",curve,nearer,['appeared']
The boy grabbed his throat in one hand and fended off crushing blows with the other.,boy,one,['grabbed']
  The man lights the fire a few times to get it going and then hikes away.,times,,['lights']
"When we had eaten what we could, we rose and washed ourselves at the spring; but, as we washed, Baleka looked up and gave a cry of fear.",Baleka,fear,['rose']
"""To the Leadenhall Street Post Office, to be left till called for.",,Street,['left']
"He flung himself on his knees before Joshua and cried: ""Mercy!",He,Mercy,['flung']
 He swings it at a pinata shaped like spongebob squarepants.,He,spongebob,['swings']
Ajax slightly raised his brows when we learned that the course of true love had run smooth; but the doctor's blessing was adequately accounted for--Angela had five sisters.,adequately,,['raised']
"That hideous noise--the scrunching of a human bone--was drowned in tumultuous applause as the miserable wretch with the maimed and bleeding leg, but with that almighty instinct for life at any cost, toiled mangled and bleeding up that ladder less crimson than the trail which he left in his wake.",less,,"['drowned', 'in', 'tumultuous']"
"I thought of the long record of Brighton scandals, London scandals, Newmarket scandals, and I had to leave George undefended.",long,Newmarket,"['thought', 'of']"
"He called and beckoned through the narrow opening, but no Lily-Bell answered; and he wept sadly as he thought of all she had done for him, and that now he could not go to seek and help her, for he had lost his freedom by his own cruel and wicked deeds.",he,cruel,['called']
"He could see men gathering about him, masked and distorted in the fog.",men,fog,['see']
"I say ""we went"" because with my usual luck, to help him with the half-broken oxen, I was commandeered to accompany this man to his first outspan, a place with good water about twelve miles from the camp, where he proposed to remain for the night.",where,,['say']
"Waving in the wind like a luminous flag, it seemed sometimes to fly round the tower, as if it was just going out, and a moment after it was seen again dancing on its blue point.",out,,['seemed']
"She would not reach Place-du-Bois before dark, but she did not shrink from those hours that were to be passed alone.",that,hours,['reach']
"The waters fell heavily over the great stones, and sent up clouds of spray, which were quickly dissipated by the wind.",great,,['fell']
Simultaneously the two rifles in the boat broke the solemn stillness.,two,,['broke']
"""John's right,"" said Mr. Jelly; ""and I can tell you more--it was just that the man went to church for.""",just,,['was']
Nothing escaped him.,Nothing,him,['escaped']
"Therefore, while Miss Morgan and the children were sent away to a farmhouse the morning after Fred's illness had declared itself, Rosamond refused to leave papa and mamma.",Rosamond,papa,['refused']
"Where the spectators of this scene were sitting, they could see in the distance a ship borne with tremendous force by the rising tide into the mouth of the river, and encountering a northwest wind which had succeeded the gale, as northwest winds often do on this coast.",northwest,,"['see', 'in']"
"Nature had given him a pendulous lip, and a too visible line of yellow and irregular teeth, which he strove feebly to conceal by constantly passing his hand over the lower part of his face.",yellow,,['given']
"""A wise precaution, but useless in my case as I have already caught a very severe one.""",wise,,['precaution']
You remember Martin--Reddy Martin--who used to be on the mounted squad!,Reddy,who,['remember']
 The woman then performs a dance routine with the baton throwing it up into the air and spinning around.,woman,then,['performs']
 He shows how to deal the hands during the game.,He,how,['shows']
A man is seen riding down on a skateboard while the camera follows his movements.,camera,movements,['seen']
" A girl bumps the car of a boy, then she backs down and continues driving.",then,,['backs']
I noticed that the single window was closely shuttered and barred.,single,,['noticed']
But he settled back.,he,,['settled']
 The people continue dancing along the floor and end by clapping with the band.,people,band,['continue']
A person sets a can on the front of their canoe.,person,canoe,['sets']
 A man and a woman in a garage style weight room demonstrate how to lift a weight bar with the woman exhibiting the lifting of the weights.,how,weight,['demonstrate']
"""I will go and tell him of my people.",I,people,['go']
 We see are driving down the street then we see the man in the car.,then,,['see']
When he returned he brought a small crumpled envelope in his hand.,he,crumpled,['brought']
"He rolled sidewise just as the cry: ""Police!"" burst from the woman's lips.",He,just,['rolled']
"Colonel Tempe kept, with his command, a few hours' march ahead; and one or other of the boys was frequently dispatched with orders, etc. to obtain reports from him.",ahead,,['kept']
 One pauses and hits the ball on his racket and again throws it for the boys to play.,again,,['pauses']
 The man continues talking in the tennis court.,man,tennis,['continues']
"He had such a firm chin, if there had been another such chin going a-begging, I should have liked to clap it on to Tommy Sandys.",such,,['liked']
Booth and the poor man in whose defence he had been engaged were both dispatched to prison under a guard of watchmen.,poor,,"['dispatched', 'to']"
"Three Tlascalans only were crouched over a little fire, their zerapes or blankets about their heads, for the dawn was chilly.",Three,Tlascalans,"['crouched', 'over']"
"""Bill Bryant,"" corrected the other, grasping and wringing the policeman's proffered hand with painful cordiality.",Bill,Bryant,['corrected']
 The man takes out a tall glass cup.,man,tall,['takes']
 Two men then hit the balls around the table back and fourth while many watch and react around them.,back,,['hit']
"The girl on the sorrel had gone, and so had the maid Janet, for I could not see her among the dishevelled wretches in the cart.",so,,['gone']
"Sink, sink, oh corpse, still sink, Far down in the bottomless sea, Where the unknown forms do prowl, Down, down in the bottomless sea.",unknown,,['sink']
And how goes it with you?,how,,['goes']
"""We cannot do better than go to Clisson.",We,better,['do']
"""We, ourselves, had much trouble with the insurgents for, fearful of re-entering Burma after their defeat, they now carried on a series of raids in our territory; and it was not until 1816 that these were finally suppressed.",these,1816,"['carried', 'on']"
"She became defiant of peril, until the sound of a step on the stair beyond the door threw her back into alarm.",sound,back,"['became', 'defiant']"
"""I suppose you are going to wear them,"" he said pitifully.",he,them,['said']
" She is then released down the hill, moving quickly.",She,then,"['released', 'down']"
The video leads into several clips of people performing skateboarding tricks out in public places.,video,public,"['leads', 'into', 'several']"
 The man in grey and the friend both apply plaster together higher up on the wall and ceiling.,man,up,['apply']
"One week later. I answered it--Father's letter, I mean--yesterday, and it's gone now.",it,letter,['answered']
He turned and walked from the room.,He,room,['turned']
"He was left wealthy and in peace, and living thus he watched and listened with open eyes and ears, waiting till the tide should turn.",open,,"['left', 'wealthy']"
Brand--Marcel Brand--and his pardner traded here with Lorson more than twenty years back.,,here,['Brand']
 The boy performs a break dance.,boy,break,['performs']
"On reaching the chariot, where we found the guide gone and the driver asleep, he sat her in it upon his cloak, and wrapped her in mine which he borrowed, saying I should not need it who must carry the straw.",who,straw,['sat']
"Then the men, encouraging each other in their audacity, advanced further under the arch.",Then,,['encouraging']
"""I think of moving in here,"" volunteered the boy without answering the owl's question.",I,here,['volunteered']
 They sit and talk around the table.,They,table,['sit']
"Falling upon the point of Wulf's steel helm, the heavy, razoredged scimitar glanced from it and shore away the links from the flap which hung upon his shoulder, causing the Frank to stagger.",Frank,shoulder,"['glanced', 'from']"
"It don't bar our pulling Stalky's leg in the study, does it?"" ""Oh, no; but in the Coll.",pulling,,['Oh']
 The person leaves the iron on a new brown paper.,person,brown,['leaves']
As soon as she was installed into the upper-storey room everything in the house seemed to brighten up as though new glass had been put into all the windows.,new,,['seemed']
About three in the afternoon he tapped at the door of Major Talbot's study.,three,,"['tapped', 'at']"
He wants results and he wants us to go the limit to get 'em.,us,'em,['wants']
" Next, the man plays harmonica and guitar at the same time.",Next,,['plays']
" Next they do a different exercise where they put one foot on the pedal, while they have one foot out and they bounce up and down.",one,,['do']
The boy left Chester's lap obediently.,boy,lap,['left']
"He would come to-day--before luncheon, perhaps, and they three, mamma, Rorie, and herself, would sit at the round table in the library--the snug warm room where they had so often sat with papa.",where,round,"['come', 'to']"
"""I never raise Chickens myself,"" she said, ""but if I did----""  The Shanghai Cock walked away with the Dorking Cock.",Shanghai,Cock,['said']
man is staying in a white room playing the violin.,man,white,"['staying', 'in']"
"""Lift it then--you child.",then,,['child']
"John was wearing the new Eton jacket, also a new white waistcoat; the parting in his hair was straighter than it had ever been before, his ears were pink.",before,,"['were', 'pink']"
"""I'll bet the skunk has grabbed the nugget and cleared out,"" exclaimed Bickford, in a tone of conviction.",Bickford,conviction,['exclaimed']
" Everyone claps for her, and then you hear from her and the coach again before the interview is over.",again,,"['claps', 'for']"
 The woman continues to paint with a sixth different set of clothing.,woman,different,['continues']
"Jim drew his reluctant hands from the cards, his eyes went slowly and hopelessly round the room and out the door.",reluctant,,['went']
"""All right,"" said Saunders; ""but wait till I've rolled up my sleeve.",I,sleeve,['said']
"""What's the matter with me going ahead?"" demanded a quick, snappy voice.",matter,snappy,['demanded']
"""Oh, yes, but you know yesterday I went there and found her alone.""",yesterday,,['went']
 He starts cooking in a pan on the stove.,He,stove,['starts']
Again the Padre's practice brought him back.,Again,,['brought']
He then takes a box with a new chain in it and puts it back on the bike and begins tightening the chain.,He,back,['takes']
"Kenneth had often wandered into these out-of-the-way places when a half-forgotten, neglected lad, but had not visited them for years.",Kenneth,neglected,"['wandered', 'into']"
And he hurried away to find Mother Grouse's sons and tell them the good news.,he,good,['hurried']
 We watch the boy try and get soap.,boy,soap,['watch']
 A man does a hand stand on the stage.,man,hand,['does']
"Eventually,he goes to fast and ends up flipping over into a pile of snow.",Eventually,,['goes']
"She resented the doubt with quick jealousy, and, opening the bottom drawer of the chest, drew forth a battered portfolio.",She,battered,['resented']
A man is seen speaking to the camera while text is shown next to him.,text,next,['seen']
But what was almost worse was the question with which Georgiana opened her conversation with him.,Georgiana,him,['was']
 He continues to wave and roll his hands in the air as more cars pass.,more,,['continues']
She had put the man into exactly the position Joan would enjoy seeing him in.,exactly,,['put']
The girl shook her head and wrung her hands piteously.,girl,hands,['shook']
While tea lasted it was not hard to fill the silences with commonplaces.,it,commonplaces,['was']
"Pete tried to pacify his ancient jealousy, but it was not to be appeased, and he shouldered the wheel and hobbled off, saying, ""And I sent out two pound five to put a stone on the man's grave!"" There was loud laughter when the old couple were gone, but Pete said, nevertheless, ""A sacret's a sacret, though, and the ould lady had no right to tell it.",though,ould,"['was', 'loud']"
"It was another soft and soundless night, without stars, very dark, and with an empty echoing air, which seemed to say that thunder was not far off, for the churning of the nightjar vibrated from the glen, and the distant roar of the tide, now rising, was like the rumble of drums at a soldier's funeral.",distant,,['was']
 He plays up and down a scale or tune.,He,scale,['plays']
"The two the help each other,and begin by taking out a roll of wrapping paper.",,wrapping,['two']
"The empress in the mean time had returned to her rooms, sad and absorbed in her reflections.",empress,sad,"['returned', 'to']"
The sight of the vast and mysterious Common put every one into the best of spirits.,sight,vast,['put']
"The carrion bird looked around the glade, and put a great claw on the dead man's breast.",carrion,bird,"['looked', 'around']"
"""Come,"" he said at length, turning towards a table of richly enamelled and massive silver, upon which were a few goblets fantastically stained, together with two large Etruscan vases, fashioned in the same extraordinary model as that in the foreground of the portrait, and filled with what I supposed to be Johannisberger.",extraordinary,,"['said', 'at']"
" The man is shown again and now he's in motion wake boarding as he holds onto the handle connected to the rope and he is doing various tricks going from side to side, occasionally jumping, spinning and sometimes doing all at once.",he,sometimes,['shown']
"They ceased basking and feeding, and their hideous heads commenced to dart quickly this way and that.",hideous,,['ceased']
"The little gun fired ten several bursts, aimed in a desperate cold-bloodedness, before the smell of burnt rubber became suddenly overpowering and the rasping sound of an electric arc broke through the rumbling of the crude-oil engine in the back.",rasping,,['fired']
A man is seen speaking to the camera an leads into clips of him demonstrating martial arts with another man.,an,martial,['seen']
"The general, surrounded by his staff, moved forward towards the spot.",general,forward,['moved']
"Over a great fireplace at one side, furnished with immense andirons, hung a noble pair of antlers, and similar trophies of the chase were affixed to other parts of the walls.",similar,,['hung']
"The rubber pipes by which he breathed were suddenly closed, and Abe Storms knew it had been done purposely by some one above.",it,purposely,['were']
 He continues talking until he has the bar in place.,he,place,['continues']
"Blinded by tears, broken by age, the hero bard when he returns to earth has no fellowship but with grief, and thus he sings:--  'No hero now where heroes hurled,-- Long this night the clouds delay-- No man like me, in all the world,  Alone with grief, and grey.",where,sings:--,['has']
 The man returns to speak to the camera.,man,camera,['returns']
793.  794. VII After seeing his friend out Andrey Yefimitch would sit down at the table and begin reading again.,Andrey,Yefimitch,['sit']
A person pours vinegar in a sink on a towel.,person,towel,['pours']
A woman is completing a routine in the olympics on the balance beam.,woman,balance,['completing']
"A shutter in an upper room opened, and an elderly man appeared with a rifle in his hand.",elderly,,['opened']
He looked down at the book he still held and then put it into the swamper's hand.,he,then,['looked']
"A woman explains how to make a cake in a kitchen, then she puts four eggs and sugar in a bowl and beat with an electric mixer and add more ingredients to form a wet mix.",then,,['puts']
"The massive iron grill work swung open, and was never again closed.",massive,iron,"['swung', 'open']"
"Its ungainly legs folded like a poorly designed beach chair, and moaning in pure anguish, it knelt.",pure,beach,['knelt']
 Two people are sliding down the lane covered in snow.,Two,,"['sliding', 'down']"
A small group of people are seen holding onto a rope and playing tug of war.,small,,['seen']
" He dismounts gracefully, raising his arms to the crowd before walking away.",He,gracefully,['dismounts']
"They declare that the prophet himself was the first pilgrim that thitherward journeyed: that from thence he departed to the skies.""",thitherward,,"['departed', 'to']"
The crowd cheered and broke away as Melissa dived through.,away,,['cheered']
The stunt is finished and the retreat back to their original position and begin doing cartwheels and other tricks and stunts along with their mascot.,stunt,other,['finished']
 The girl and boy arm wrestlers get into position again with the referee setting them up they begin wrestling.,again,arm,['begin']
"A female is standing on a ladder with a orange caution vest on,silver heels and a small mini black skirt with her but out and no underwear.",female,black,"['standing', 'on']"
"On the mirror I caught a fleeting glimpse of Tugh's cage, wrecked and broken--and instantly gone.",I,fleeting,['caught']
"But again Henriette struck up against insurmountable obstacles in the shape of hedges and garden-walls, that offered absolutely no outlet.",insurmountable,garden,['struck']
" A man is shown posing with several people, going to a field to play paintball.",man,several,['shown']
The leader turned to Fletcher.,leader,Fletcher,"['turned', 'to']"
"They were in a new buckboard, the gift of Pa Boyd, driving Midnight in harness.",They,new,"['were', 'in']"
"The old horse carefully followed a rough bridle track, which ran up the gully now on one side of the watercourse and now on the other; the gully grew deeper and darker, and its sullen, scrub-covered sides rose more steeply as he progressed.",steeply,,['grew']
"He was just above the tops of the maples, which seen from this angle stretched away like a forest through which occasionally thrust roofs and spires.",just,,['was']
 We see the people in shots.,We,shots,['see']
A welding specialist from Tulsa Welding School is demonstrating how to weld.,welding,specialist,['demonstrating']
 The team celebrates with others and pictures shown in the end.,team,end,"['celebrates', 'with']"
An aerial view of a field and animals is shown.,aerial,,['shown']
"I am so elated that I can't stay on my horse a moment longer,"" replied Mark; and suiting the action to the word he rolled out of his saddle, pulled the reins over his horse's head, so that he could hold fast to them, and sat down on the lowest step.",he,lowest,['replied']
 They begin crashing into each other.,They,other,['begin']
A girl is pouring something into a sink.,girl,sink,['pouring']
"Mills scrupulously demanded the change, and put it back into his pocket.",Mills,back,['demanded']
"While the empress was weeping and lamenting, Hortense had silently withdrawn to her apartments.",Hortense,silently,"['withdrawn', 'to']"
  Skiis down a rather large hillside or mountain.,,large,['Skiis']
A girl is standing in her home with her hands behind her back and her legs shoulder width apart.,girl,hands,"['standing', 'in']"
"sit close to the fire; you're all trem'lin'!""",close,,"[""'re""]"
"""O, father, the Erl King now puts forth his arm-- O, father, the Erl King has done me harm.""",forth,Erl,['puts']
"Lop-Ear and I sat for hours, watching the flames and smoke.",I,flames,"['sat', 'for']"
Mary Louise pushed forward and sat beside her friend.,Mary,Louise,['pushed']
"Nevertheless, there was enough water motion to lift a fine screen of sand and dust.",,fine,"['was', 'enough']"
A dog holding a cup in its mouth jumps up on a couch.,dog,couch,['jumps']
"Laddie, who figured as Archibald only in the family Bible, sat close to the inglenook--a handsome young fellow with a daring brow and rollicking eyes.",who,daring,['sat']
From sheer amazement Pollyanna's jaw dropped.,sheer,,['dropped']
"He knew that as yet he was on the lowest round of the ladder, and he had a commendable desire to push his way up.",lowest,,['knew']
"Yet, before dropping the hammer, he braced himself with unusual care.",Yet,,['braced']
" The man cheered and gave a high five to other man, then he is so happy he went to the ground on his stomach and he continue to cheer.",he,stomach,['is']
"Here and there he dropped a word that proved to be seed sown upon good ground, and which had borne its fruit.",good,,['dropped']
"There was much of the mystery still unexplained, but the morrow would reveal it; and Ralph lay down to sleep, and rose at daybreak, not with a lighter, but with an easier heart.",Ralph,easier,"['was', 'much']"
"They're wearing skirts with a drawstring in the back, and a label in the band, guaranteed to last one year.",They,band,['wearing']
One thing is certain: she meant him to go when he got it.,when,,['meant']
A woman in a black dress is playing a bag pipe on stage.,woman,black,['playing']
A young team of girls is getting coached during a practice for basketball and the girls are working on their shots.,girls,shots,"['coached', 'during']"
 The woman continues hitting the drums while speaking to the camera and singing along.,woman,camera,['continues']
 A woman performs gymnastics on uneven bars while a number of spectators watch.,uneven,,['performs']
"But the cigar left a bitter and disgusting taste in his mouth, and the wine had not the same flavour as it had the year before.",same,,['left']
Then they went down to the beach to see.,Then,,['went']
"""Never in my life have I been placed in such a situation.",I,situation,"['placed', 'in']"
"But the men who brought them were unarmed, and, as it happened, they fell in with a slave caravan under the command of a half-bred Portuguese, who seized the tusks, and what is worse, swore that he had shot them.",he,them,"['were', 'unarmed']"
"A very slow playing video of a very strong man is shown as he picks up a barbell that has a lot of heavy weights on it, and he squats for a little bit with it at his chest.",heavy,,['shown']
An old man threw the yellow ball in the cup and it bounced back on the table.,yellow,,['threw']
 We see a man at the top of the mountain.,We,mountain,['see']
He read that letter and turned to others.,He,others,['read']
"Till morning I was tossed on a buoyant, but unquiet sea.",I,unquiet,"['tossed', 'on']"
A man gets pumped up to do a long jump then does it.,then,,['does']
 The guy rolls the ball.,guy,ball,['rolls']
We see  a girl with purple hair talking to the camera.,We,purple,['see']
" The girl does a flip, throws her baton and catches it while on the ground.",girl,ground,['throws']
 The view of the surrounding mountains is seen.,view,surrounding,['seen']
We can't afford to see France go under.,France,,['afford']
"Men and women, boys and girls, blacks and whites, finding that the devils were invulnerable against rifle fire, sallied forth boldly with knives and choppers, and laid down a life for a life.",devils,boldly,['sallied']
 Several more people are shown attempting to taunt the bull and end by getting hurt and others helping.,others,bull,['shown']
Jim Dodge was driving the car.,Jim,Dodge,['driving']
"""That shameless pedigreed fellow!"" bellowed the livid old man as he writhed in Desnoyers' firm clutch.",old,,['bellowed']
He was going to open one earthward blind for thirty seconds.,He,thirty,['going']
"""None o' your sauce!"" she threw out, as she passed the youths, who had apparently discovered new arguments in support of their case.",who,new,['threw']
"""You've run your race,"" he said.",he,race,['said']
A picture of a person jumping off of a boat into the water.,,water,"['picture', 'of']"
"Thin, hard, burnt, bearded, with the dust and sage thick on him, with his leather wrist-bands shining from use, and his boots worn through on the stirrup side, he looked the rider of riders.",stirrup,,['looked']
"With that I set off, undaunted, across the top of the isle, to fetch and carry it back.",I,it,['set']
"But could I shave my head, too?",I,head,['shave']
"""However, she will hardly catch us, before we are under shelter of the batteries of Quimper.""",hardly,,['catch']
 He is getting harnessed on top of the bridge.,He,bridge,"['harnessed', 'on']"
In the room in which the two sat--which was one of Ozma's private suite of apartments--hung the famous Magic Picture.,which,famous,['hung']
"Finding a clear piece of ground not far from the shore of the lake, Jim and I walked up and down, keeping a look-out now to one side, now to the other, as also up the valley.",Jim,,['Finding']
 People are jumping up and down in a swimming pool with their arms around each other.,People,up,['jumping']
"""The youngest youngster vibrates with the shock of cannon firing, even though the sound may not be near enough to be heard,"" answered Coombe.",even,cannon,['answered']
 Two people are then seen break dancing with one another and moving around in different locations.,Two,,['seen']
 The group fight over the ball and ride in a tight formation.,group,tight,"['fight', 'over']"
"Mary laughed when she read it, and said she had been just as cruel to Thomas, for she had sent him this:-- ""The rose is red, the violet blue, The grass is green and so are you.""",so,,['laughed']
"But that was before the battle, before a red tide of broken men had flowed into the dressing station at the Calhoun house.",red,,"['was', 'before']"
"Suddenly, two of them broke away to the right, and I after them.",Suddenly,,['broke']
 The woman brush her hair on different directions using a hair dryer.,woman,different,['brush']
Then the crew crowded around to slap Tom on the back and shake his hand.,Then,,['crowded']
A long line of bikers are shown in the dark at an event.,long,,"['shown', 'in']"
 Then he applies some cream over the skin to minimize bleeding.,Then,,['applies']
Her faint hope seemed now to break forth suddenly into power.,faint,,['seemed']
"So, you see, I've been going down hill, while you've been climbing up.""",you,hill,['going']
"Thus the Rev. Matthewson Helstone, the imperious little vicar of Briarfield, to his niece, who, obeyed his unusual request, asked where they were going.",where,,['asked']
"""That fellow ain't strong enough to run that machine he's doing now,"" said Flynn.",now,,['said']
"Cut her out, I'm saying, and don't come whining here like a cry-baby, who runs to her grandmother's apron-strings at the first scratch she gets outside.""",first,apron,['saying']
A person is cutting cordwood using a log splitter.,person,log,['cutting']
"""And sit the old people down to vint.",,old,['sit']
I will go talk to her.,I,her,['go']
 He talks about it on the court and then he leaves to go home.,then,,"['talks', 'about']"
 The man continues brushing the snow off of the car.,man,car,['continues']
"""Oh, to break it.""",,it,['break']
"Of their eight tentacles, six were elongated, and stretched out floating on the water, whilst the other two, rolled up flat, were spread to the wing like a light sail.",eight,,"['spread', 'to']"
I left him hanging far over the parapet of the bridge.,I,far,['left']
"""Pinch me, please,"" said Penelope.",Penelope,me,['said']
A young child is seen jumping on a set of monkey bars and moving along the bars.,young,,['seen']
A woman is standing on a diving board.,woman,diving,"['standing', 'on']"
"JANUARY 27th.--I did not close my eyes all night, and was keenly alive to the faintest sounds, and every ripple of the water, and every murmur of the waves, broke distinctly on my ear.",faintest,,['close']
" Then, the man drives a car and arrives to a mountain.",Then,,['drives']
A little boy is playing on the jungle gym while a man talks to him and records.,jungle,man,"['playing', 'on']"
" The girl fell down on the ground, she stood up, then went to the other side of the climber, reached for the bar and moved to the other next bar.",she,next,['stood']
Public amazement was augmented when Kenneth Thornton and his wife went home with Will Turk and slept as guests under his roof.,when,Kenneth,['augmented']
 They play different variations of the game just having fun doing so and when its over one of the girls throws her hands in the air.,over,,"['play', 'different']"
"""What I should like to know,"" he said, smiling, ""is just what has brought Madame Recamier to live in that place!"" CHAPTER V  Mr. Wentworth, with his cane and his gloves in his hand, went every afternoon to call upon his niece.",CHAPTER,V,['went']
 The man works on installing the new tire.,man,new,"['works', 'on']"
Fortunately I found him not only ready but eager to render me what assistance he could in the matter of the two ladies who had thrown themselves so entirely on my protection.,two,,['found']
"In the search among my dear father's papers we found two sheafs of letters, neatly tied up and labelled--these were from my uncle Silas.",neatly,,"['were', 'from']"
She'd drop old Tippengray like a hot potato and stick to me like one of those adhesive plasters that have holes in them.,adhesive,,"['drop', 'old']"
"she said, as she glanced at the illustrations in a volume of Dickens and threw down a volume of Shelley's poetry.",she,poetry,['said']
Sir Basil lifted his brows.,Sir,Basil,['lifted']
 The video ends with the canoesport website displayed.,canoesport,website,"['ends', 'with']"
Dixon leaped to one side and swung the gun into line with the Centaurian's hideous face.,Dixon,hideous,"['leaped', 'to']"
"The women, children, and the men who had thrown away their arms, the sick and wounded, were already leaving the town.",who,already,['leaving']
 Web articles are being shown.,Web,articles,['shown']
"We'll go down the Mall.""",We,Mall,"['go', 'down']"
"Four hundred planes, each armed with machine guns, dashed into the serried hosts, drumming out volleys of lead.",Four,hundred,"['dashed', 'into']"
"Then he put his back against the wall, and holding the revolver in an apparently careless manner, with its muzzle turned towards the crowd, he once more opened his mouth.",he,more,['put']
 The man is holding a shovel standing in front of a small tree.,man,small,['holding']
 man is shoveling the sidewalk in front of a house.,man,house,['shoveling']
A woman is holding a baby in her lap as a woman next to her uses a plastic comb to brush his hair.,woman,plastic,['holding']
"Suddenly she threw back her head, pointed her sharp muzzle to the sky, and gave voice to the long-drawn ululation which is the battle-cry of wolves.",drawn,,['pointed']
"Indifferent now of what he did, their lives at stake, Stoddard blazed away with his automatic, sweeping it from side to side of the stony walls as he fired.",stony,,['blazed']
 A man is shown speaking to the camera while others take their turns balance on the rope.,others,rope,['shown']
I had a qualm about flying into it in our untested machine.,I,untested,['had']
"On the table,she has five different kinds of paint, brushes and other supplies needed to complete the task.",she,other,['has']
"Go for long walks on the mountains, and put up at a temperance hotel.""",,long,"['Go', 'for', 'long']"
Men fly from a groan; but run to a laugh.,Men,laugh,"['fly', 'from']"
"But it happened to be a quiet, intense night, with the tremulous opulence of a full moon that threw quivering shafts of light like summer lightning over the blue river, and laid a wonderful carpet of intricate lace along the path that wound through the willows to the crest.",intricate,blue,['happened']
"Many females, some in blue shirts and some in white shirts, run around on a field playing a game.",Many,,['run']
Then the light bundle of mail was flung inside the door.,light,,"['flung', 'inside']"
"Several bookcases rose to the low ceiling; dozens and dozens of pictures hid the walls; each corner had its little society of objects; cushions and candlesticks abounded; the piano was a grand, and Edwin was astounded to see another piano, a small upright, in the farther distance; there were even two fireplaces, with two mirrors, two clocks, two sets of ornaments, and two embroidered screens.",Edwin,two,['was']
Cut sections of the Quabos water-hose and connect them to the nearest wall jets.,,nearest,"['sections', 'of']"
"It was no easy thing to prevent the boats from being stove, as the waves alternately drove them from the ship's side or brought the two together with a force which seemed irresistible.",together,,['was']
 A man in a white shirt walks along side the pool.,,white,"['walks', 'along']"
Rick put the Cub into a climb.,Rick,climb,['put']
We see a box on fabric.,We,fabric,['see']
 The marching band instructor gives instructions.,marching,band,['gives']
A man is seen sitting on a piece of exercise equipment with a trainer standing in front of him.,man,exercise,['seen']
"Shut up, now.""",,,['Shut']
"He threw every possible significance demandingly into the word, and the boy's voice was suddenly quiet in its tensity as he gazed back at him.",suddenly,,['threw']
"Then suddenly she broke out with an almost impassioned bitterness, ""Yes, I suppose we were--fortunate!",we,impassioned,['suppose']
  A plastic seat is inflated then a board is put into the water.,then,,['inflated']
A woman is getting ready too bungee jump from a cable car.,woman,too,"['getting', 'ready']"
It's too late to play a part; didn't you leave all that behind you in Rome?,too,,['leave']
 The mat is black and red.,mat,,"['is', 'black']"
Peter went to the chief engineer.,Peter,chief,"['went', 'to']"
"Lay the food-bag at the foot, it balances better so.'",food,it,['balances']
 More shots of people exercising on bikes are shown and ends with the trainer walking through and talking.,trainer,bikes,['shown']
A man holds the handle of a cleaning tool.,man,cleaning,['holds']
 The man is seen holding a shovel and begins pushing it around the area.,man,area,['seen']
"""Now, maybe you are able to see something off there, but I can't,"" said Tom, after he had run his eyes in vain over the horizon.",he,horizon,['said']
"Maston, ""and I maintain that the territory from which our glorious projectile will rise ought to belong to the Union.""",glorious,,['maintain']
 A person is chipping the ice off of their car.,person,car,['chipping']
 One of them beats the other.,One,other,['beats']
 The person then paints a large tree while still moving around quickly on the painting.,person,quickly,['paints']
"""Helen, how are you?"" said Lane, with a cool intent mastery of himself, bowing over her hands.",Lane,cool,['said']
"Here is a young lady that was the best friend in the world to the both of us, that learned us how to dress ourselves, and in a great manner how to behave, as any one can see that knew us both before and after.""",that,us,['learned']
Jimmy Powers returned red-faced from his interview.,Jimmy,Powers,"['returned', 'red']"
" The young grabs the older head, and older pushes him down.",older,,['grabs']
 The adult removes it from the child and places it on the table.,adult,table,['removes']
"Nearly to his waist he waded, peering into the starlight.",Nearly,,['waded']
That stuck in Jimmy's mind.,That,mind,"['stuck', 'in']"
"At the door of the bunkhouse they parted, for Joe slept in a lean-to against the kitchen of the rancher's house.",Joe,lean,"['slept', 'in']"
"Then, finally, having exhausted her search and inquiry, she flopped down on one of the stools to gaze at Glenn in awe and admiration and incredulity.",finally,,['flopped']
 The man continues speaking as he leads the dog around the neighborhood.,he,neighborhood,['continues']
 She stands up and shows the cycling team printed on her tank top.,She,tank,['stands']
 He pauses and studies the table before taking his shot.,He,shot,['pauses']
 The sun rises and more shots of landscapes are shown as well as animals in the area.,more,,['rises']
"I try to speak the truth, but the truth shifts and veers, and in trying to tell the whole truth perhaps I leave an impression that I believe less than I do.",less,,['try']
"If Guy Bullard seen Daniel there on the sand with an ax in his hand and foam-like on his lips, and the little ones cornered where he caught them between cliff and water--Guy's own baby amongst them--and knowing the sickness of the Kains as he and everybody else did--why, I'm free and willing to say 'twas his bounden duty to hold a true aim and pull a steady trigger on Daniel, man of his though I was, and man",steady,,['seen']
"Molly ran to her abandoned wagonette, pushed in under the white tilt where her pallet bed lay rolled, her little personal plunder stored about.",where,pallet,"['ran', 'to']"
 The boy is playing yet another tournament with a different child in Ping Pong and seems to possibly be falling behind a little in points.,boy,possibly,['playing']
 Then he uses his hands to remove the axle out.,Then,,['uses']
 The words BackStroke Style float across the screen.,BackStroke,Style,['nothing']
