sentence,source,target,relation
The Ulster Way also passes through the forest.,Ulster,Way,"['passes', 'through']"
A railway runs through the commune from SaintDenisenBugey to Lagnieu in the south.,railway,south,"['runs', 'through']"
These connections are classified as poles.,connections,poles,"['classified', 'as']"
They played live mostly in California and Arizona.,They,mostly,['played']
She is the aunt of Dakota and Elle Fanning.,She,Dakota,['is']
The combined forces headed for the town of Cardigan.,combined,,"['headed', 'for']"
Several people play and relax on the beach.,Several,,['play']
Woman looking at a map of a city.,,city,['Woman']
The Olifants Rivers largest tributaries are the Letaba River and the Steelpoort River.,largest,Olifants,['are']
Also at regular intervals he would mutter.,regular,,['mutter']
Most reusable ones have moldedin handles a few have shoulder straps.,reusable,,['moldedin']
The Englishman had been profoundly impressed by the story.,Englishman,profoundly,['been']
These tiles were durable sounddeadening easy to clean and easy to install.,tiles,,"['were', 'durable']"
Its time to change the narrative on cats and dogs.,,cats,['time']
She had five siblings.,She,five,['had']
Those people had a reputation around Port Jackson for being ferocious.,people,Port,['had']
Two girls drawing sailboats with chalk on the side of concrete.,,Two,['girls']
To increase seating capacity two occasional seats could be folded out of the floor.,occasional,seating,"['folded', 'out']"
The boy had met the alchemist.,boy,alchemist,['met']
Holmen is expected to object to the incorporation.,Holmen,incorporation,['expected']
Its song is a warbled zeezereechereeo.,song,,['is']
I am taking improvised acting classes.,I,improvised,['taking']
You can count on me under one condition.,You,one,"['count', 'on']"
Former Labour First Minister Henry McLeish was critical of Muellers attack on the decision.,Former,Minister,"['was', 'critical']"
Claflin is the maiden name of the wife of an early settler.,Claflin,early,['is']
All adapt to new ways of life.,All,new,"['adapt', 'to', 'new']"
Connections across the parkway to Bay Ridge are also present at these parking areas.,Connections,also,['are']
Cornelia was educated by Sullas second wife Aelia a gentlewoman of high repute.,Cornelia,high,"['educated', 'by']"
This is often one of the first things to become problematic.,This,first,['is']
A woman works at a stand selling fruit and vegetables.,woman,fruit,"['works', 'at']"
However Gardiner was spared after being mistaken for a French soldier.,However,,"['spared', 'after']"
Throngs of men began groping the women as they exposed themselves.,they,themselves,['began']
Nihonmatsu is a regional commercial center with a mixed economy.,Nihonmatsu,mixed,['is']
In “Education” there is no U and I Wait actually I guess there is.,actually,,['Wait']
She was named after Bianca Jagger.,She,Bianca,"['named', 'after']"
A person riding a surfboard in the ocean.,,ocean,['person']
He grew up in Ridgefield Park New Jersey.,He,Park,['grew']
The wages of other crew members were minuscule.,wages,other,"['were', 'minuscule']"
Her mental illness was announced in the following year.,mental,,"['announced', 'in']"
The reader just needs to know what it does.,just,,['needs']
She was sure of it the next instant.,She,it,"['was', 'sure']"
He was already re accustomed to deserts silence.,He,already,['was']
A lie has a short life legs.,lie,short,['has']
Dave is the reigning champion.,Dave,,['is']
Trinity shed six more of its Fellows within a few years.,Trinity,few,['shed']
ways to match the halflines in to the external halflines.,,external,['ways']
I emphatically do.,I,,['do']
Its use has also been attributed to a desire for a gothic horror feel.,gothic,,"['attributed', 'to']"
Man standing in front of a crowd of women wearing headdresses and holding flags.,,headdresses,['Man']
For some in the Spanish opposition Carrero Blancos assassination ie.,,Spanish,['ie']
Women must consent to all tests before they are carried out.,they,tests,"['consent', 'to']"
This was his first knee reconstruction.,This,,['was']
Basic economic activities in Axtell include farming and farm related occupations.,economic,,['include']
One man sat in it and by an amazing chance I knew him.,amazing,,"['sat', 'in']"
Two members of a security teams walk a street in sunny weather.,Two,,['walk']
Rarely ependymoma can occur in the pelvic cavity.,Rarely,,"['occur', 'in']"
Fame is not all its cracked up to be.,Fame,,['is']
The latter is located at the northern tip of the peninsula.,latter,northern,"['located', 'at']"
A man is putting in an order at the kitchen of a restaurant.,man,restaurant,['putting']
But knows a quantity I suppose.,I,quantity,['knows']
Geographically the area is north of the Oak Ridges Moraine.,Geographically,,['is']
The album was released in October and reached number three in Australia.,album,three,"['released', 'in']"
One girl is playing a recorder and another girl is playing the guitar.,girl,guitar,['playing']
An advanced progressist a radical.,advanced,,['radical']
In addition to his continued performances Lienhard composes arrangements in a variety of styles.,continued,,['composes']
It was also the Choctaw capitol for a time.,It,also,['was']
What have you done with them.,you,them,"['done', 'with']"
Tend the sheep while the dog wanders.,dog,sheep,['Tend']
If you experience further problems please let me know.,further,,['let']
For instance South Carolina had elected one state senator from each county.,South,Carolina,['elected']
Two young men wearing white shirts and tan shorts walking in a street.,young,,"['walking', 'in']"
Ward of Parsonstown Ireland was thrown out of a motor vehicle and killed.,Ward,motor,"['thrown', 'out']"
A family is enjoying the water.,family,water,['enjoying']
Major crops included wheat oats corn cotton sweet potatoes watermelons and cantaloupes.,Major,,['included']
They live in Branford Connecticut.,They,Branford,"['live', 'in']"
And he gets it right away.,he,it,['gets']
Who could have thought of seeing you.,Who,you,"['thought', 'of']"
Play Got Djent.,,Djent,['Play']
The NewsMarket provided video clips and information via the Internet to news broadcasters.,NewsMarket,news,['provided']
There had always been the row of footlights she said.,always,,['said']
During the twilight of his career Regan found his workload diminishing rapidly.,workload,career,['found']
Backside of shapely girl walking down the street.,Backside,shapely,"['walking', 'down']"
Two ladies dance in their traditional garb.,Two,,"['dance', 'in']"
Young man preparing to take a dive in the pool.,,Young,['man']
A man is sitting in a chair as another man spray paints graffiti on a wall.,man,spray,"['sitting', 'in']"
Eder is a recipient of the George Mitchell Peace Scholarship.,Eder,Mitchell,['is']
He drew himself into an attitude of attention.,He,attention,['drew']
I dont even bother trying to get spiders out of my boat anymore theyre just maintenancefree pets.,anymore,,['bother']
The monk was irritated.,monk,,"['was', 'irritated']"
Once you get familiar with it you will want to use it for everything.,you,everything,['want']
Somebodys going to get hurt.,Somebodys,,['going']
I dont know why you boys are so good to me.,you,,['know']
The town was named by a merchant named Mr James after his wife.,town,Mr,"['named', 'by']"
His most recent work is a study of the authenticity of the Pauline Epistles.,recent,,['is']
The council meets at Cork City Hall.,council,Cork,"['meets', 'at']"
staged a onenightonly performance of the show.,,onenightonly,['staged']
During this time she also wrote for the Dutch newspaper Het Parool.,she,Dutch,"['wrote', 'for']"
He is mostly famous in France for his pin ups.,He,mostly,['is']
The building hosts several radio transmitting antennas on its roof.,several,building,"['hosts', 'several']"
Yakkys name is a lampoon of Yankee Doodle.,Yakkys,name,['is']
Yet was the great unionist not discouraged.,great,,['was']
A bearded man with a hat drives down the road.,bearded,,"['drives', 'down']"
Its formulation was continued in their followup work A Thousand Plateaus.,formulation,followup,"['continued', 'in']"
Deferred is not denied.,Deferred,,['denied']
The Clinch River passes within the city limits.,Clinch,River,"['passes', 'within']"
The prism analogy describes aspects with terms from the domain of light.,prism,analogy,['describes']
The Tory Leader of the House of Commons was Robert Stewart Viscount Castlereagh.,Tory,Leader,['was']
Microsoft SharePoint Designer would allow business professionals to design SharePointbased applications.,business,professionals,['allow']
They dont seem able to grasp the simplest thing.,They,simplest,"['seem', 'able']"
Peoople stand outside a building near a street.,Peoople,street,"['stand', 'outside']"
A person strolling through an orange tinted woods with a dog.,,tinted,['person']
After the end of the strike she became involved in womens rights campaigns.,she,womens,['After']
Hoffman is the great Uncle of New York songwriter performer and writer Josh Max.,Hoffman,great,['is']
Medley hotchpotch.,,,['hotchpotch']
There was no reply.,,,['was']
However it also contributed the bulk of forces dispatched in major campaigns.,However,,['contributed']
The police are in possession.,police,possession,"['are', 'in']"
The output is highest in the near infrared.,output,near,"['is', 'highest']"
I had never been told where it was.,where,,['told']
A woman with a black shirt on is grilling kabobs.,woman,black,['grilling']
You dont mean that.,You,that,['mean']
I dont think anybodys tapped his full range yet.,anybodys,full,['think']
A woman dressed in black is playing the violin in front of some artwork.,woman,artwork,['playing']
This became acute after the outbreak of the War of Independence.,This,Independence,"['became', 'acute']"
This facility is under the jurisdiction of the Massachusetts Department of Correction.,facility,Massachusetts,"['is', 'under']"
The phone call got interrupted for unknown reasons.,phone,call,"['interrupted', 'for', 'unknown']"
At the top of the chimney stack you can see the chimney pot.,you,chimney,['stack']
Farmers came in to thresh the oat crop.,Farmers,oat,['came']
What will the weather be here.,weather,,['be']
This demonstrates the anxiety of our times.,This,times,['demonstrates']
These are the public community hospitals in Singapore.,These,public,['are']
Samain died of tuberculosis.,Samain,tuberculosis,"['died', 'of']"
Two small children are playing with toys while the crowd looks on.,crowd,toys,"['playing', 'with']"
He currently resides in New York City and Los Angeles.,He,currently,"['resides', 'in']"
He played college football at Florida State University.,He,Florida,['played']
Vesta organises two head races every year the Scullers Head and the Veterans Head.,Vesta,year,['organises']
Maybe wed better ask someone the boy suggested.,better,,['ask']
A small child in a baseball cap holding a scooter looks at a model of the city.,small,,"['looks', 'at']"
please give a 2 out of 6 to House of Many Ways.,,Many,['give']
It had indeed sunk half an inch into the soft ground.,It,soft,['sunk']
Allegedly a traditional Dinka ceremony was conducted by his brothers.,traditional,Dinka,"['conducted', 'by']"
This is the Morning Post youre talking to.,Morning,you,['is']
A group of Cowboys sitting and taking a break.,,break,"['group', 'of']"
He is later demoted for this unacceptable outburst.,He,unacceptable,"['demoted', 'for']"
Have many acquaintances but few friends.,,many,"['Have', 'many']"
The young soccer player enjoys the game.,young,soccer,['enjoys']
Tonight we give you something entirely new and different.,Tonight,,['give']
A man in a boat cleaning fish and feeding the ducks.,,boat,"['man', 'in']"
Healy appealed to the State Supreme Court and was again denied.,Healy,State,"['appealed', 'to']"
That file can then be analyzed or visualized with several supplied tools.,file,supplied,['analyzed']
Schuppan failed to qualify in France or Britain.,Schuppan,France,['failed']
This is true in the United States.,This,United,"['is', 'true']"
Be sure you soap his head thoroughly.,you,head,"['Be', 'sure']"
The boy looked around him at the date palms.,boy,date,"['looked', 'around']"
Floridas Turnpike passes just to the south and west of Leesburg.,Floridas,Turnpike,['passes']
The wings and tail are barred.,wings,,['barred']
A construction worker stands at the top of a wooden structure.,construction,worker,"['stands', 'at']"
The new force eventually made the samurai spirit its own.,new,,['made']
The members of the upcoming band all lived in the same neighborhood in Rovaniemi.,members,same,"['lived', 'in']"
The story was widely reported in both Japan and Egypt.,story,widely,"['reported', 'in']"
Cowan goes after him.,Cowan,him,"['goes', 'after']"
Two friends pose for a picture as one drinks a beer.,one,beer,"['pose', 'for']"
It is always announced days before the nominations are.,days,,['announced']
He said I fought as hard as I could and Im bitterly disappointed.,hard,,['said']
Hofland was born in Heerlen but grew up in Brunssum Limburg.,Hofland,Brunssum,"['born', 'in']"
Later on it turned out that the walls were not impenetrable.,walls,,['turned']
The keyboardists play both pianos and synthesizers set to an electric organ sound.,keyboardists,electric,['play']
five pretty ladies listening to a talk show host.,,pretty,['ladies']
Its construction was overseen by the famous chronicler Giovanni Villani.,construction,famous,"['overseen', 'by']"
A violinist and a singer perform in front of people.,violinist,people,"['perform', 'in']"
The game is afoot.,game,,"['is', 'afoot']"
Be not a baker if your head is made of butter.,head,butter,['Be']
Faith Community Christian High School.,,,['School']
Try to trace the fine lines of the painting.,,fine,['Try']
Third the empire had shifted its military focus to the west.,Third,,['shifted']
I never said any such thing.,I,such,['said']
The cartoon finds a row of signs saying its rabbit season.,cartoon,rabbit,['finds']
I fluctuate a little thats the truth.,little,,['fluctuate']
The creators and showrunners of the series were Tom Spezialy and Alan Cross.,creators,series,['were']
Darts on the shorter wheelbase continued.,Darts,shorter,['continued']
A woman is holding a child.,woman,child,['holding']
I would like to request revisions.,I,revisions,['like']
Also naturalised overseas in southern Africa in California and Hawaii.,,southern,['naturalised']
book a table for midnight for 6 in Nesco.,,Nesco,['book']
Metallizing refers to coating metal on nonmetallic objects.,Metallizing,nonmetallic,"['refers', 'to']"
The Charlcotte furnace is one of the bestpreserved charcoal furnaces in England.,Charlcotte,furnace,['is']
Migas is a traditional dish in Spanish cuisine.,Migas,Spanish,['is']
He still lives in South Philadelphia and remains active in his community.,He,still,"['lives', 'in']"
The album would see release later that year in July.,album,year,['see']
Senator Jeff Merkley.,,,['Merkley']
Mopar also designs and builds a small number of customized vehicles.,Mopar,customized,['designs']
These two concessions in scaling down the prototype make for reliable running.,,reliable,"['concessions', 'in']"
Two men wearing overcoats walking down the street carrying luggage.,,Two,['men']
There we are he said with his shrill wavering laugh.,he,wavering,"['said', 'with']"
Some species have also become important as laboratory animals.,species,also,"['become', 'important']"
They also tend to have shorter limbs and broader trunks consistent with Allens rule.,They,consistent,['tend']
Let me know by the 13th.,me,13th,['Let']
She made use of a small plugin in Firefox.,She,small,['made']
Such a model would have poor predictive performance.,model,predictive,"['have', 'poor']"
add a Pop song of Yoshiaki Hoshi.,,Yoshiaki,['add']
This was the fourth county organized in Mississippi.,This,fourth,['was']
Atheistic Hindu doctrines cite various arguments for rejecting a creator God or Ishvara.,Atheistic,Hindu,"['cite', 'various']"
In time it became the flagship paper of the group.,it,flagship,['became']
A kid in a purple outfit is in the bridge position .,kid,purple,"['is', 'in']"
A woman in a blue shirt and headscarf poses for a picture sitting at a picnic table.,blue,,"['poses', 'for']"
In the latter half of the second season Trey is released from prison.,second,,"['released', 'from']"
Woman in black scarf being licked by a black dog.,Woman,black,"['licked', 'by']"
The Yankees went on to win the series in six games.,Yankees,six,['went']
Currently Alimentation CoucheTard is one of the largest convenience store companies in the world.,Currently,Alimentation,['is']
Their marriage is said to have given rise to the name Khmer.,marriage,name,['said']
A young boy wearing Mr Potato Head teeth and glasses.,,young,['boy']
Helicopter lands in field with lake in background.,,Helicopter,"['lands', 'in']"
The Rheinsteig allows either ambitious longdistance hiking or a rich variety of short tours.,Rheinsteig,short,['allows']
A woman with reddish hair talking to an old man by the waterside and beside a bench.,,old,"['woman', 'with', 'reddish']"
Children jumping in a pool surrounded by pool chairs and huts.,,pool,['Children']
The clock tower also follows this rule of threes.,clock,tower,['follows']
A dog is splashing water into the air as it runs through a wet field of grass.,it,wet,['splashing']
Both countries are Pakistans neighbours having significant strategic importance for her.,Pakistans,neighbours,['are']
Anne was raised mainly at the Royal Alcazar of Madrid.,Anne,mainly,['raised']
The beautiful reddish dog lopes around the flat snowy street with a snowball in its mouth.,,snowy,"['lopes', 'around']"
Man in white shirt and tan shorts doing a trick on a skateboard.,,white,"['Man', 'in', 'white']"
The population is included in the civil parish of Slawston.,population,civil,"['included', 'in']"
Go and speak to the tribal chieftains said the camel driver.,tribal,camel,['said']
Broadcast is in standard definition only.,Broadcast,standard,"['is', 'in', 'standard']"
The party Tamil Maanila Congress shall oblige.,Tamil,Maanila,['oblige']
You two in the last row stop giggling.,You,last,['stop']
The sewer systems could not cope and the roads were flooded.,roads,,['cope']
The colder air reduces frizz and can help to bolster shine in the hair.,colder,,"['reduces', 'frizz']"
Very few nonItalians come to stay in this area.,few,,['come']
Yes what was he like.,he,,['was']
Then you make your hair creep up it like a fruittree.,hair,fruittree,['make']
He was rapid in acquiring the sovereigns confidence.,He,confidence,"['was', 'rapid']"
A team on a soccer field.,,soccer,"['team', 'on']"
Many Borders clubs have helped train and nurture many of Scotlands current internationals.,Many,Borders,['helped']
The orbital pole of the earth is referred to as the Ecliptic pole.,orbital,,"['referred', 'to']"
It was held of Christchurch manor.,It,Christchurch,"['held', 'of']"
The award is presented to recipients at the Guilds annual general membership meeting.,award,general,"['presented', 'to']"
However he remained some distance off the winner Kenenisa Bekele.,However,,['remained']
It is southbound below Central Park and a twoway street north of the park.,It,north,"['is', 'southbound']"
This is the power box we always have problems with if you could take a look.,always,,['is']
He was also a visiting professor of music at Mills College.,He,visiting,['was']
A black woman posing with four black children in front of a white wall.,,white,['woman']
A wax figurine wearing an engineers hat is standing in the doorway of the train engine.,wax,figurine,"['standing', 'in']"
The Womens InterVarsity Board was then merged into the Universities Athletic Union.,Womens,InterVarsity,"['merged', 'into']"
People leaning against railing watching city.,,city,['People']
It is published in both a printed and a digital version.,It,printed,"['published', 'in']"
Analog video formats convey video signals as a series of lines.,Analog,video,['convey']
We are really spinning along.,We,,['spinning']
That life may always have flavor.,life,always,['have']
They provide a method of organization that is flexible and decentralized.,that,organization,['provide']
Why yes Tom darling you will reply.,Tom,darling,['reply']
He miraculously walked away from the crashed vehicle.,He,crashed,['walked']
This is often determined through statistical process control.,This,statistical,['is']
But I dont think it was any greater than my surprise.,it,any,['think']
The rules of overtime or extra time vary between sports and even different competitions.,rules,extra,"['vary', 'between']"
Will there be wind in Hornitos District Of Columbia.,,Hornitos,['be']
She was one day out of Dieppe and had not taken any prizes.,She,one,['was']
A female artist sketching a portrait.,,female,['artist']
How did it end.,How,,['end']
The constable worked at the local constabulary.,constable,local,"['worked', 'at']"
He died in Belfast.,He,Belfast,"['died', 'in']"
However in a different setting such as fishing there will be drastically different consequences.,,such,['be']
It is also possible to make gated versions of this type of protector.,It,gated,['is']
The Iron Mountain Bureau also serves Kingsford while the Houghton Bureau also serves Hancock.,also,Houghton,['serves']
He is the elder brother of fellow former footballer Alessio Tacchinardi.,He,former,['is']
Green was born in Des Plaines Illinois.,Green,Des,"['born', 'in']"
This begins a rivalry that would last for decades.,that,decades,['begins']
This lamp is quite nice.,lamp,,['is']
The central area of a hurricane is called the eye.,central,,['called']
Since its been repaired the car hasnt shown the issue any more.,car,issue,['shown']
At Backlash Steamboat lost after submitting to the Walls of Jericho.,Backlash,Steamboat,"['lost', 'after']"
A woman talking on her cellphone and two people ordering a meal.,,two,['woman']
Some of the ten children have juice boxes one has a volleyball.,ten,juice,['have']
These buildings were designed by Seymour Harris.,buildings,Seymour,"['designed', 'by']"
This is totally over my head.,This,totally,['is']
Women weaving baskets with a child in between them.,,them,['Women']
Some of the old jamindars house in shibpur is like the Roy Choudhurys.,Some,old,"['is', 'like']"
There are breakfast cereals in the cupboard.,,breakfast,['are']
This was the basis for Eucerin and later Nivea.,This,Eucerin,['was']
At the same time excavations revealed the ancient city of Agrinion.,same,,['revealed']
Hatler was the first to offer his services for this dangerous mission.,Hatler,dangerous,['was']
The Beccles to Lowestoft line opened in the same year.,Beccles,same,"['opened', 'in']"
Sugar has been produced in the Indian subcontinent since ancient times.,Sugar,ancient,"['produced', 'in']"
Whenever these two teams meet the game is considered a derby.,two,,['considered']
Albert warns the boy to stay away from Doris.,boy,away,['warns']
Kids these days are the best.,Kids,,['are']
Bicyclist dressed in black and white with white sunglasses on points at something.,,white,['Bicyclist']
Soon afterwards works on construction of artillery ammunition factory began.,afterwards,,['began']
But who are Malaysians.,Malaysians,,['are']
Richards Divinity School and School of Education.,,Richards,['School']
What is to be done with him.,What,him,['is']
An audience at a live concert cheering on the band.,,live,"['audience', 'at']"
A police officer waves at a street fair.,police,officer,['fair']
Alice gave a little scream of laughter.,Alice,little,['gave']
You also came through the air being carried by a cyclone.,You,also,"['came', 'through']"
A lone woman walks in the surf at the beach.,lone,,"['walks', 'in']"
The second segment was The Sizzler.,second,,['was']
This particular lineup of the band sounded like this.,particular,,"['sounded', 'like']"
Shao was detested by contemporary warlord government since he constantly offended the officials.,contemporary,warlord,"['detested', 'by', 'contemporary']"
By this time new material was being written and introduced into the set.,new,,['written']
He became perfumer in Draguignan before opening a factory specializing in silk and soap.,He,silk,['became']
Captain Bunn voted yes and the Wilson Union Free School was born.,Union,Free,['voted']
Reserve team coach Lee Merricks was appointed the clubs new manager.,coach,Lee,['appointed']
Darkness again filled the recess instead of the grey twilight.,Darkness,instead,['filled']
He was born in Ludlow Kentucky.,He,Ludlow,"['born', 'in']"
Golden penguins are so last season.,Golden,,['are']
A strange thing then happened.,strange,,['happened']
The typeset was clear and easy to read.,typeset,,"['was', 'clear']"
He had requested that the band continue after his death.,band,death,['requested']
A man in a white shirt and apron cuts up a bird.,man,white,['cuts']
Its main thoroughfare is Rockaway Boulevard.,main,,['is']
McIsaac was described as a government loyalist and a super loyal backbencher.,McIsaac,government,"['described', 'as']"
But do you have a lab full of robots.,you,full,['have']
An adventurous orchestral theme starts to play.,orchestral,,['starts']
Katya recovered and wears a prosthetic right eye.,Katya,right,['recovered']
It is good practice to commiserate the losing team.,It,losing,"['is', 'good']"
At the groundfloor bar Henri tells Adam about his cultured girlfriend.,groundfloor,Henri,['tells']
Came back three days ago.,,,['Came']
Two individuals wearing sunglasses smile for the camera in front of a body of water.,,Two,['individuals']
The Hilton London Angel Islington Hotel is named after the pub.,Angel,Islington,"['named', 'after']"
There are Mineral springs in the Kronthal.,,Mineral,['are']
I fell in love with her in a couple of minutes.,I,minutes,"['fell', 'in']"
Until the Day of Judgment.,,Judgment,['Until']
Valentine received largely negative reviews from critics.,Valentine,negative,['received']
The nipples on an engorged breast are flat.,nipples,engorged,"['are', 'flat']"
A topless woman with her face painted is covered in mud.,topless,,"['covered', 'in']"
You dominated those horsemen with the way you looked at them he said.,he,them,['said']
Need a reservation closeby East Hanover.,,East,['Need']
The head of the bolt encloses the head of the case.,head,case,['encloses']
However his career was derailed by injuries.,However,,"['derailed', 'by']"
I think it is.,it,,['think']
A person with short hair and a scarf plays a strangeshaped instrument with a bow.,short,,['plays']
It is due to collide within the next twentyfour hours.,It,next,"['is', 'due']"
A lonesome teenager peers at a beach full of potential friends.,,potential,"['peers', 'at']"
The explosion is considered an accident caused by a malfunction.,explosion,malfunction,['considered']
Brisbane Stars Master Captain Frederick Riley refused and the harbour master eventually withdrew.,harbour,master,['refused']
There was no case controversial or otherwise.,,,['was']
A cold drought was felt in the room.,cold,,"['felt', 'in']"
Fans of the game have created dozens of alternate maps for play.,Fans,alternate,['created']
It was named for local brewer building contractor and financier Ellis Wainwright.,It,local,"['named', 'for', 'local']"
The calcine generated is fed continuously into an induction heated furnace with fragmented glass.,calcine,fragmented,['fed']
Stearns daughter Mary was the wife of General John R Brooke.,Stearns,daughter,['was']
Have you seen Hollie.,you,Hollie,['seen']
The beverages have used a number of different ingredients and formulas over the years.,beverages,different,['used']
The west town border is marked by the Oswego River.,west,town,"['marked', 'by']"
A woman is eating a dessert while another woman with a lip ring is staring at her.,woman,lip,['eating']
Dillard testified in the same trial.,Dillard,same,"['testified', 'in']"
A current of love rushed from his heart and the boy began to pray.,boy,heart,"['rushed', 'from']"
It was mixed by Andy Wallace and mastered by Howie Weinberg.,It,Howie,"['mixed', 'by']"
That means a twostate solution Israel and Palestine.,That,twostate,['means']
Harlows Playhouse Theatre is in the town.,Harlows,Playhouse,"['is', 'in']"
The rivetless design helps it to withstand stress in combat environment.,rivetless,design,['helps']
Two little Asian kids are dressed warmly in colorful jackets while standing on the playground.,Asian,,['dressed']
The district capital lies at Gành Hào.,district,capital,"['lies', 'at']"
The lyrics include the phrase Thank goodness for bathtubs and suds.,lyrics,bathtubs,['include']
In undisturbed wilderness oak woodlands and mixed woods can be found.,,undisturbed,['found']
Four old adults stand around a bathtub while a toddler is taking a bath.,toddler,bath,"['stand', 'around']"
In longing hopelessly for these dainties I fell asleep.,hopelessly,,['In']
The album was highly acclaimed by fans and by critics in various reviews.,album,various,"['acclaimed', 'by']"
NuMixx Klazzics was generally panned by critics upon its release.,NuMixx,Klazzics,"['panned', 'by']"
Then our brother was drawn — swiftly — to drunkenness.,Then,,['drawn']
He was elected fellow of Balliol in the same year.,He,same,['elected']
He was consequently assaulted and his London residence attacked by a mob.,He,consequently,['assaulted']
Climate surveys can provide concrete evidence of how this works in action.,how,,"['provide', 'concrete']"
A girl with a blue Mohawk is walking.,girl,blue,['walking']
How many minutes do you walk a day.,minutes,,['walk']
The child found solace in the faith after being introduced to it.,child,it,['found']
Why whats the matter with you Tony.,Why,,['s']
While attending Millsaps he became a member of Lambda Chi Alpha Fraternity.,he,Chi,['became']
A woman and a man are in an airtraffic control tower looking out onto an airfield.,woman,airtraffic,"['are', 'in']"
The worm was most widespread in its SobigF variant.,worm,most,['was']
Frozen has also been included on three of Madonnas concert tours.,Frozen,also,"['included', 'on']"
A young boy fishing by himself in a hat on a sunny day.,,sunny,['boy']
Cant you see how pleased we all are.,how,,['see']
My roommate’s boyfriend is taking up two shelves of fridge space with his beer.,boyfriend,two,['taking']
Two men in a bike race.,,Two,"['men', 'in']"
Im afraid I already know a great many people.,I,many,"['m', 'afraid']"
I thought that she was very anxious not to be seen.,she,,['thought']
Among them was the transitway a bike path and reconfigured interchanges.,transitway,them,['was']
Fastfood is convenient but often unhealthy.,Fastfood,,"['is', 'convenient']"
A man dressed in white serving a tennis ball.,,tennis,['man']
Provinces and municipalities may also have their own laws against swearing in public.,Provinces,own,['have']
Styles and Samoa Joe.,,,['Styles']
In the left hand it holds a globe with an eagle perched on top.,left,,['holds']
The island and city of Galveston was by far the most important population center.,island,Galveston,"['was', 'by']"
A SCUBA diver swims in deep blue water.,SCUBA,diver,"['swims', 'in', 'deep']"
The resort has one Tbar lift that pulls skiers up a mountain.,one,Tbar,['has']
A worker hoses down dock.,,worker,"['hoses', 'down']"
And even now with this case I hesitate.,now,,['hesitate']
Since most domains have a postmaster address it is commonly targeted by spamming operations.,postmaster,it,['have']
Up to his death Corrigan still maintained that he had flown transatlantic by accident.,still,,['maintained']
Besides whaling they also face threats from bycatch and marine pollution.,they,marine,['face']
What do I do in Salem The old man laughed.,old,,['laughed']
Vimes refusing to follow Rust stands down as Commander of the Watch.,refusing,Watch,['stands']
Nowadays the Republic is administred by Viennas government and used as a tourist attraction.,Nowadays,,"['administred', 'by']"
We want to disperse the core from the hull.,We,hull,['want']
That was an hour ago.,That,,['was']
The Mooloolah River forms part of the eastern boundary.,Mooloolah,River,['forms']
A woman is walking with a stroller in front of a building.,woman,building,"['walking', 'with']"
Fulham Palace is a Grade One listed building standing within a Scheduled Ancient Monument.,Fulham,Palace,['is']
The app was coproduced by the Londonbased app developer Touchpress and The Juilliard School.,app,app,"['coproduced', 'by']"
Evergreen is where Mott Davidson currently resides with her family.,where,Mott,['is']
Since receiving the grant the magazine has increased its budget.,magazine,budget,['increased']
As I told you he left his glove behind.,he,glove,['left']
Is it possible to see Tube at the closest movie theatre.,it,closest,['Is']
Each vehicle is timed through circuits of the track.,vehicle,track,"['timed', 'through']"
The hill is largely surrounded by conifer plantations.,hill,conifer,"['surrounded', 'by', 'conifer']"
Renato assumes that Amelia and Riccardo have been involved in an adulterous love affair.,Amelia,adulterous,['assumes']
Determeijer wanted to concentrate on his piano studies and was replaced by Ad Wammes.,Determeijer,Ad,['wanted']
However he quickly returned to Irish football joining Coleraine the following month.,However,,"['returned', 'to', 'Irish']"
A number of Vice Commission reports had drawn attention to the issue.,number,Vice,['drawn']
Backnangs hosts the annual Strassenfest during the last weekend in June.,Backnangs,last,['hosts']
Light up with the street with Johnson.,,Johnson,['Light']
One dog wades in the water while another dog is on land.,dog,land,"['wades', 'in']"
Wus performance was a way of thanking the brands fans and style seekers.,Wus,performance,['was']
Several of the orchestral movements revolve around two other Newborn pieces Drebin  Hero.,Several,Newborn,"['revolve', 'around']"
That was his work.,That,,['was']
Using his three children as an audience for the first time Fleischman wrote Mr.,first,,['wrote']
As you were.,you,,['were']
The city is an economic hub that contains Venezuelas top industries and manufacturing companies.,economic,,['is']
Compose for me an email to Gary.,,Gary,"['Compose', 'for']"
The word Innova does not exist in dictionary.,Innova,dictionary,['word']
A man and a woman in costumes are walking together.,man,costumes,['walking']
A little blond boy jumps from one bed to another.,blond,,"['jumps', 'from']"
The Kuwaiti dinar is the worlds highestvalued currency unit.,worlds,currency,['is']
I really and truly feel that.,I,truly,['feel']
Its inhabitants are called Sanflorains.,inhabitants,,['called']
Cadence music is characterized by a constant up tempo rhythm hence the name cadence.,Cadence,music,"['characterized', 'by']"
The position is appointed by the president and confirmed by the Senate.,position,Senate,"['appointed', 'by']"
A woman in a bathing suit is being tossed up on a seesaw.,woman,bathing,['tossed']
Not much is known about the original installation.,much,original,"['known', 'about']"
Rising up late in the morning she gave a big stretch to start the day.,late,,['gave']
Though worthless as postage they became popular with philatelists and oddity collectors.,they,philatelists,"['became', 'popular']"
Some Industrial Ethernets use a ring topology to avoid collisions and provide deterministic performance.,Industrial,Ethernets,['use']
In addition more manpower could be needed as the activists could be imprisoned.,activists,addition,['needed']
